"layer","database","host_module","pathway_id","pathway","p.adjust","genes","n_genes"
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0032835","glomerulus development",2.62660230177054e-11,"ACTA2;ADIPOQ;AMPD2;ANGPT1;ANGPT2;AQP1;ASXL1;BASP1;BCL2;BMP4;BMP7;CD2AP;CD34;CFLAR;COL4A3;COL4A4;COMT;EDN1;EDNRA;EDNRB;EGR1;ENPEP;EXT1;FOXC1;FOXC2;FOXJ1;GPR4;HEYL;IL6R;IQGAP1;ITGB3;JAG1;KIRREL3;LAMB2;LGR4;LHX1;MAGI2;MEF2C;MIR125A;MPV17;MTSS1;MYO1E;NID1;NOTCH1;NOTCH2;NOTCH3;NPHS1;NPHS2;OSR1;PAX2;PDGFB;PDGFD;PDGFRA;PDGFRB;PLCE1;PODXL;PPP3CA;PROM1;PTPRO;RET;SERPINB7;SULF1;SULF2;TCF21;TEK;VANGL2;WT1;WWTR1",68
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0048565","digestive tract development",2.74134283254182e-10,"ACVR2B;AGR2;AHI1;ALDH1A2;ALX4;ASCL1;ASS1;BCL2;CBFA2T2;CCDC40;CCKBR;CDX1;CDX2;CDX4;CHD8;CLDN18;COBL;COL3A1;CPS1;CYP1A1;DACT1;DCHS1;EDNRB;EGFR;EPB41L5;EPHB3;EXT1;FGF10;FGF9;FGFR2;FOXE1;FOXF1;FOXF2;FOXL1;FZD5;GATA4;GATA5;GATA6;GLI1;GLI2;GLI3;HLX;HMGCS2;HNF1B;HOXA13;HOXA5;HOXD13;IHH;KCNQ1;KIT;LGR4;MEGF8;MIXL1;MYB;MYOCD;NKX2-2;NKX2-3;NKX2-6;NKX3-2;NODAL;NOTCH1;NPR2;NPY;OTC;OVOL2;PCSK5;PDGFA;PDGFC;PDGFRA;PDX1;PITX2;PKD1;PKDCC;PRDM1;PTK6;PYY;RARB;RARRES2;RBPMS2;RCBTB2;RET;SALL1;SAV1;SCT;SFRP1;SFRP2;SFRP5;SHH;SHOX2;SIX2;SLC4A2;SMAD2;SMAD3;SMO;SOX10;SOX11;SOX17;SOX9;SPDEF;SRC;STRA6;TCF21;TGFB2;TLR9;TMIGD1;TNF;TP63;TP73;VANGL2;VPS52;WNT11;WNT5A;YAP1;ZIC3",114
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0055123","digestive system development",3.81391799630309e-09,"ACVR2B;AGR2;AHI1;ALDH1A2;ALX4;ASCL1;ASS1;BARX1;BCL2;CBFA2T2;CCDC40;CCKBR;CDKN1C;CDX1;CDX2;CDX4;CHD8;CLDN18;COBL;COL3A1;CPS1;CYP1A1;DACT1;DCHS1;EDNRB;EGFR;EPB41L5;EPHB3;EXT1;FGF10;FGF9;FGFR2;FOXE1;FOXF1;FOXF2;FOXL1;FZD5;GATA4;GATA5;GATA6;GLI1;GLI2;GLI3;HLX;HMGCS2;HNF1B;HOXA13;HOXA5;HOXD13;IGF1;IGF2;IHH;INSR;KCNQ1;KIT;LGR4;MEGF8;MIXL1;MYB;MYOCD;NKX2-2;NKX2-3;NKX2-6;NKX3-2;NODAL;NOTCH1;NPR2;NPY;NR5A2;OTC;OVOL2;PCSK5;PDGFA;PDGFC;PDGFRA;PDX1;PITX2;PKD1;PKDCC;PRDM1;PTF1A;PTK6;PYY;RARB;RARRES2;RBPMS2;RCBTB2;RET;SALL1;SAV1;SCT;SFRP1;SFRP2;SFRP5;SHH;SHOX2;SIX2;SLC4A2;SMAD2;SMAD3;SMO;SOX10;SOX11;SOX17;SOX9;SPDEF;SRC;STRA6;TCF21;TGFB2;TLR9;TMIGD1;TNF;TP63;TP73;VANGL2;VPS52;WNT11;WNT5A;YAP1;ZIC3",121
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0060541","respiratory system development",4.57569577475473e-09,"ABCA3;ACVR2B;ADAMTS2;ADAMTSL2;AGR2;ALDH1A2;ALDH1A3;ANXA2;AP3B1;ASCL1;ASS1;ASXL1;ATP7A;ATXN1;BASP1;BMP2;BMP4;BMPR1A;BMPR2;CCBE1;CCDC40;CDC42;CEBPA;CELSR1;CHD7;CHI3L1;CLDN18;COL3A1;COL6A1;CRH;CRISPLD2;CTSZ;CYP1A2;DAG1;DISP1;DLG5;DLX5;DPPA4;EDA;EDN2;EPAS1;ERRFI1;ESRP2;EXT1;FBN1;FGF1;FGF10;FGF18;FGF2;FGF7;FGF8;FGF9;FGFR1;FGFR2;FGFRL1;FKRP;FLT4;FOSL2;FOXF1;FOXJ1;FOXP2;GATA6;GLI1;GLI2;GLI3;GPC3;GRHL2;GSTCD;HEG1;HHIP;HIPK2;HMGA2;HMGB1;HMGCS2;HOPX;HOXA5;HS6ST1;HSD11B1;HYDIN;ID1;IGF1;IGFBP5;IL13;ITGA3;ITGB6;JMJD6;KDR;KLF2;LAMA1;LAMA5;LEF1;LHX3;LIF;LIPA;LOXL3;LTBP3;MAN2A1;MAP2K2;MAPK3;MME;MMP14;MSC;MSX1;MYOCD;NFIB;NKIRAS1;NKIRAS2;NKX2-1;NKX2-8;NODAL;NOS3;NOTCH1;PDGFA;PDGFRA;PDPN;PHEX;PHOX2B;PITX2;PKD1;PKDCC;PROX1;PTK7;RARA;RARG;RBP4;RBPJ;RCN3;RSPO2;RXFP1;SAV1;SFTPD;SHH;SIM2;SIX1;SKI;SLC23A1;SMAD2;SMPD3;SOX11;SOX9;SPDEF;SPEF2;SPRY1;SPRY2;SREBF1;SRF;STK40;STRA6;TBX2;TBX4;TBX5;TCF21;TGFBR2;THRA;THRB;TNC;TNF;TP73;TULP3;VANGL2;VEGFA;WNT11;WNT2;WNT2B;WNT5A;WNT7B;WT1;YAP1;ZFPM2;ZIC3",170
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0001656","metanephros development",4.9154465995642e-09,"ADIPOQ;AKR1B1;AQP1;AQP2;BASP1;BCL2;BMP4;BMP7;CALB1;CD34;CITED1;DLG5;EGR1;EYA1;FBN1;FGF10;FGF8;FOXC2;FOXD1;FOXJ1;FRAS1;GDF11;GDF6;GDNF;GLI3;GPC3;GREB1L;GREM1;HES5;HNF1B;HOXA11;HOXC11;IRX1;IRX2;IRX3;ITGA8;KIF26B;LAMB2;LGR4;LHX1;LIF;MYC;NF1;NKX3-1;NPHS2;OSR1;OSR2;PAX2;PAX8;PDGFA;PDGFB;PDGFRA;PDGFRB;PKD1;PKD2;POU3F3;PTCH1;RET;ROBO2;SALL1;SHH;SIX1;SIX2;SMO;SOX17;SOX8;SOX9;SPRY1;STAT1;TCF21;TFAP2B;UMOD;WNT4;WNT7B;WNT9B;WT1;WWTR1;YAP1",78
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0061005","cell differentiation involved in kidney development",5.99711377354336e-09,"ACTA2;ADIPOQ;AMPD2;ASXL1;BASP1;CD2AP;CD34;EDN1;EDNRA;EDNRB;EXT1;FOXC2;FOXJ1;GATA3;GDNF;GLI3;GLIS2;GPR4;GREM1;IQGAP1;JAG1;LAMB2;LHX1;LIF;MAGI2;MEF2C;MMP9;MTSS1;MYO1E;NOTCH1;NOTCH2;NPHS1;NPHS2;OSR1;PAX2;PAX8;PDGFB;PODXL;POU3F3;PRKX;PROM1;PTCH1;PTPRO;SALL1;SHH;SIX2;SMO;STAT1;TCF21;WNT4;WNT9B;WT1;WWTR1;YAP1",54
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0061326","renal tubule development",7.67410013613042e-09,"ADAMTS16;AGT;AHI1;AQP1;AQP11;BCL2;BMP2;BMP4;C1orf54;CALB1;CITED1;COL4A1;DCHS1;DLL1;EYA1;FGF1;FGF2;FGF8;FOXD1;GATA3;GDNF;GLI3;GPC3;GREB1L;GREM1;HES5;HEYL;HNF1B;HOXA11;HOXB7;HOXD11;HS3ST3A1;HS3ST3B1;ILK;IRX1;IRX2;IRX3;JAG1;KIF26B;KLHL3;LAMA5;LGR4;LGR5;LHX1;LIF;LZTS2;MEF2C;MTSS1;MYC;NOTCH1;NOTCH2;OSR1;PAX2;PAX8;PBX1;PKD1;PKD2;POU3F3;PRICKLE1;PROM1;PTCH1;SALL1;SHH;SIX1;SIX2;SMO;SOX8;SOX9;STAT1;TACSTD2;TCF21;TFAP2B;TMEM59L;UMOD;VEGFA;WNK4;WNT1;WNT11;WNT2B;WNT4;WNT6;WNT7B;WNT9B;WT1;WWTR1;YAP1",86
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:2000027","regulation of animal organ morphogenesis",8.02852477961188e-09,"AGT;AHI1;AJAP1;APCDD1;AR;BMP2;BMP4;BMP7;BMPR1A;BTBD7;CAV3;CD34;CSF1;DKK1;DMRT3;EDN1;ETV5;FGF1;FGF10;FGF2;FGF7;FGF8;FGFR1;GATA3;GATA5;GDNF;GREM1;HGF;HOXA11;HOXB7;HOXC11;LGR4;LHX1;MESP1;MSX1;NGFR;NTN4;PAX8;PAX9;PDGFA;PHB2;PKHD1;POU5F1;ROBO1;ROBO2;RSPO2;RUNX2;SFRP1;SFRP2;SHH;SIX1;SIX2;SMO;SNAI2;SOX8;SOX9;SP6;SPRY1;SULF1;TACSTD2;TBX1;TNF;TNFRSF11B;VANGL2;VEGFA;WNT10A;WNT2;WNT2B;WNT3A;WNT4;WNT5A;WT1",72
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0035850","epithelial cell differentiation involved in kidney development",8.11457941676003e-09,"ACTA2;ADIPOQ;AMPD2;ASXL1;BASP1;CD2AP;CD34;EDN1;EDNRA;EDNRB;EXT1;FOXC2;FOXJ1;GATA3;GDNF;GPR4;GREM1;IQGAP1;JAG1;LAMB2;LHX1;LIF;MAGI2;MEF2C;MMP9;MTSS1;MYO1E;NOTCH1;NOTCH2;NPHS1;NPHS2;OSR1;PAX2;PAX8;PDGFB;PODXL;PRKX;PROM1;PTPRO;SALL1;SIX2;SMO;STAT1;WNT9B;WT1;WWTR1;YAP1",47
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0072080","nephron tubule development",1.57001372707167e-08,"ADAMTS16;AGT;AHI1;AQP1;AQP11;BCL2;BMP2;BMP4;CALB1;CITED1;DCHS1;DLL1;EYA1;FGF1;FGF2;FGF8;FOXD1;GATA3;GDNF;GLI3;GPC3;GREB1L;GREM1;HES5;HEYL;HNF1B;HOXA11;HOXB7;HOXD11;HS3ST3A1;HS3ST3B1;ILK;IRX1;IRX2;IRX3;JAG1;KIF26B;KLHL3;LAMA5;LGR4;LHX1;LIF;LZTS2;MEF2C;MTSS1;MYC;NOTCH1;NOTCH2;OSR1;PAX2;PAX8;PBX1;PKD1;PKD2;POU3F3;PROM1;PTCH1;SALL1;SHH;SIX1;SIX2;SMO;SOX8;SOX9;STAT1;TACSTD2;TCF21;TFAP2B;TMEM59L;UMOD;VEGFA;WNK4;WNT1;WNT11;WNT2B;WNT4;WNT6;WNT7B;WNT9B;WT1;WWTR1;YAP1",82
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0001823","mesonephros development",3.94984780204871e-08,"ADAMTS16;AGT;BASP1;BCL2;BMP2;BMP4;BMP7;BMPER;CALB1;CITED1;CRLF1;DCHS1;EYA1;FGF1;FGF10;FGF2;FGF8;FGFR1;FGFR2;FOXC1;FOXC2;FOXD1;FOXJ1;GATA3;GDF11;GDNF;GLI3;GPC3;GREB1L;GREM1;HNF1B;HOXA11;HOXB7;HOXD11;HS3ST3A1;HS3ST3B1;ILK;KIF26B;LAMA5;LGR4;LHX1;LZTS2;MYC;OSR1;OSR2;PAX2;PAX8;PBX1;PKD1;PKD2;PTCH1;RARA;RARB;RET;ROBO2;SALL1;SDC4;SFRP1;SHH;SIM1;SIX1;SIX2;SLIT2;SMAD2;SMAD3;SMAD5;SMAD6;SMAD7;SMO;SOX8;SOX9;SPRY1;TACSTD2;TCF21;TMEM59L;VEGFA;WNT1;WNT11;WNT2B;WNT4;WNT6;WNT9B;WT1;ZBTB16",84
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0030323","respiratory tube development",4.13005472918138e-08,"ABCA3;ACVR2B;ADAMTS2;ADAMTSL2;AGR2;ALDH1A2;ANXA2;AP3B1;ASCL1;ASXL1;ATP7A;ATXN1;BMP2;BMP4;BMPR1A;BMPR2;CCBE1;CCDC40;CDC42;CEBPA;CELSR1;CHI3L1;CLDN18;COL3A1;COL6A1;CRH;CRISPLD2;CTSZ;CYP1A2;DAG1;DLG5;DPPA4;EDN2;EPAS1;ERRFI1;ESRP2;EXT1;FBN1;FGF1;FGF10;FGF18;FGF2;FGF7;FGF8;FGF9;FGFR1;FGFR2;FLT4;FOSL2;FOXF1;FOXJ1;FOXP2;GATA6;GLI1;GLI2;GLI3;GPC3;GRHL2;HECA;HEG1;HHIP;HIPK2;HMGA2;HMGB1;HMGCS2;HOPX;HOXA5;HS6ST1;HSD11B1;ID1;IGF1;IGFBP5;IL13;ITGA3;ITGB6;JMJD6;KDR;KLF2;LAMA1;LAMA5;LHX3;LIF;LIPA;LOXL3;LTBP3;MAN2A1;MAP2K2;MAPK3;MME;MMP14;MYOCD;NFIB;NKIRAS1;NKIRAS2;NKX2-1;NKX2-8;NODAL;NOS3;NOTCH1;PCSK5;PDGFA;PDGFRA;PDPN;PHEX;PITX2;PKD1;PKDCC;PROX1;PTK7;RBP4;RBPJ;RCN3;RSPO2;RXFP1;SAV1;SFTPD;SHH;SIM2;SLC23A1;SMAD2;SMPD3;SOX11;SOX9;SPDEF;SPRY1;SPRY2;SREBF1;SRF;STK40;STRA6;TBX2;TBX4;TBX5;TCF21;TGFBR2;THRA;THRB;TNC;TNF;TP73;TRAF4;TULP3;VANGL2;VEGFA;WNT11;WNT2;WNT2B;WNT5A;WNT7B;YAP1;ZFPM2;ZIC3",152
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0072163","mesonephric epithelium development",5.51592342647892e-08,"ADAMTS16;AGT;BASP1;BCL2;BMP2;BMP4;BMP7;BMPER;CALB1;CITED1;CRLF1;DCHS1;EYA1;FGF1;FGF2;FGF8;FGFR1;FGFR2;FOXC1;FOXC2;FOXD1;FOXJ1;GATA3;GDF11;GDNF;GLI3;GPC3;GREB1L;GREM1;HNF1B;HOXA11;HOXB7;HOXD11;HS3ST3A1;HS3ST3B1;ILK;KIF26B;LAMA5;LGR4;LHX1;LZTS2;MYC;OSR1;PAX2;PAX8;PBX1;PKD1;PKD2;PTCH1;RARA;RARB;RET;ROBO2;SALL1;SDC4;SFRP1;SHH;SIM1;SIX1;SIX2;SLIT2;SMAD2;SMAD3;SMAD5;SMAD6;SMAD7;SMO;SOX8;SOX9;SPRY1;TACSTD2;TCF21;TMEM59L;VEGFA;WNT1;WNT11;WNT2B;WNT4;WNT6;WNT9B;WT1",81
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0072164","mesonephric tubule development",5.51592342647892e-08,"ADAMTS16;AGT;BASP1;BCL2;BMP2;BMP4;BMP7;BMPER;CALB1;CITED1;CRLF1;DCHS1;EYA1;FGF1;FGF2;FGF8;FGFR1;FGFR2;FOXC1;FOXC2;FOXD1;FOXJ1;GATA3;GDF11;GDNF;GLI3;GPC3;GREB1L;GREM1;HNF1B;HOXA11;HOXB7;HOXD11;HS3ST3A1;HS3ST3B1;ILK;KIF26B;LAMA5;LGR4;LHX1;LZTS2;MYC;OSR1;PAX2;PAX8;PBX1;PKD1;PKD2;PTCH1;RARA;RARB;RET;ROBO2;SALL1;SDC4;SFRP1;SHH;SIM1;SIX1;SIX2;SLIT2;SMAD2;SMAD3;SMAD5;SMAD6;SMAD7;SMO;SOX8;SOX9;SPRY1;TACSTD2;TCF21;TMEM59L;VEGFA;WNT1;WNT11;WNT2B;WNT4;WNT6;WNT9B;WT1",81
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0001657","ureteric bud development",8.15571076321201e-08,"ADAMTS16;AGT;BASP1;BCL2;BMP2;BMP4;BMP7;BMPER;CALB1;CITED1;CRLF1;DCHS1;EYA1;FGF1;FGF2;FGF8;FGFR1;FGFR2;FOXC1;FOXC2;FOXD1;FOXJ1;GATA3;GDF11;GDNF;GLI3;GPC3;GREB1L;GREM1;HNF1B;HOXA11;HOXB7;HOXD11;HS3ST3A1;HS3ST3B1;ILK;KIF26B;LAMA5;LGR4;LHX1;LZTS2;MYC;OSR1;PAX2;PAX8;PBX1;PKD2;PTCH1;RARA;RARB;RET;ROBO2;SALL1;SDC4;SFRP1;SHH;SIM1;SIX1;SIX2;SLIT2;SMAD2;SMAD3;SMAD5;SMAD6;SMAD7;SMO;SOX8;SOX9;SPRY1;TACSTD2;TCF21;TMEM59L;VEGFA;WNT1;WNT11;WNT2B;WNT4;WNT6;WNT9B;WT1",80
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0060993","kidney morphogenesis",8.15571076321201e-08,"ADAMTS16;AGT;AHI1;ASXL1;BASP1;BCL2;BMP2;BMP4;BMP7;CALB1;CITED1;DCHS1;ERBB4;EYA1;FGF1;FGF10;FGF2;FGF8;FOXD1;FOXJ1;FRAS1;GATA3;GCNT3;GCNT4;GDNF;GLI3;GPC3;GREB1L;GREM1;HES5;HNF1B;HOXA11;HOXB7;HOXD11;HS3ST3A1;HS3ST3B1;ILK;IRX1;IRX2;IRX3;KIF26B;KLHL3;LAMA5;LGR4;LHX1;LIF;LZTS2;MYC;OSR1;PAX2;PAX8;PBX1;PKD1;PKD2;PPP3CA;PRKX;PTCH1;SALL1;SHH;SIX1;SIX2;SMO;SOX8;SOX9;STAT1;TACSTD2;TCF21;TMEM59L;VANGL2;VEGFA;WNK4;WNT1;WNT11;WNT2B;WNT4;WNT6;WNT7B;WNT9B;WT1;WWTR1",80
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0061333","renal tubule morphogenesis",1.1645938504079e-07,"ADAMTS16;AGT;AHI1;BCL2;BMP2;BMP4;C1orf54;CITED1;COL4A1;DCHS1;EYA1;FGF1;FGF2;FGF8;FOXD1;GATA3;GDNF;GLI3;GPC3;GREB1L;GREM1;HES5;HNF1B;HOXA11;HOXB7;HOXD11;HS3ST3A1;HS3ST3B1;ILK;IRX1;IRX2;IRX3;KIF26B;KLHL3;LAMA5;LGR4;LGR5;LHX1;LZTS2;MEF2C;MTSS1;MYC;OSR1;PAX2;PAX8;PBX1;PKD1;PKD2;PTCH1;SALL1;SHH;SIX1;SIX2;SMO;SOX8;SOX9;TACSTD2;TCF21;TMEM59L;VEGFA;WNK4;WNT1;WNT11;WNT2B;WNT4;WNT6;WNT9B;WT1",68
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0030324","lung development",1.3116505568071e-07,"ABCA3;ACVR2B;ADAMTS2;ADAMTSL2;AGR2;ALDH1A2;ANXA2;AP3B1;ASCL1;ASXL1;ATP7A;ATXN1;BMP2;BMP4;BMPR1A;BMPR2;CCBE1;CCDC40;CDC42;CEBPA;CELSR1;CHI3L1;CLDN18;COL3A1;COL6A1;CRH;CRISPLD2;CTSZ;CYP1A2;DAG1;DLG5;DPPA4;EDN2;EPAS1;ERRFI1;ESRP2;EXT1;FBN1;FGF1;FGF10;FGF18;FGF2;FGF7;FGF8;FGF9;FGFR1;FGFR2;FLT4;FOSL2;FOXF1;FOXJ1;FOXP2;GATA6;GLI1;GLI2;GLI3;GPC3;GRHL2;HEG1;HHIP;HIPK2;HMGA2;HMGB1;HMGCS2;HOPX;HOXA5;HS6ST1;HSD11B1;ID1;IGF1;IGFBP5;IL13;ITGA3;ITGB6;JMJD6;KDR;KLF2;LAMA1;LAMA5;LHX3;LIF;LIPA;LOXL3;LTBP3;MAN2A1;MAP2K2;MAPK3;MME;MMP14;MYOCD;NFIB;NKIRAS1;NKIRAS2;NKX2-1;NKX2-8;NODAL;NOS3;NOTCH1;PDGFA;PDGFRA;PDPN;PHEX;PITX2;PKD1;PKDCC;PROX1;PTK7;RBP4;RBPJ;RCN3;RSPO2;RXFP1;SAV1;SFTPD;SHH;SIM2;SLC23A1;SMAD2;SMPD3;SOX11;SOX9;SPDEF;SPRY1;SPRY2;SREBF1;SRF;STK40;STRA6;TBX2;TBX4;TBX5;TCF21;TGFBR2;THRA;THRB;TNC;TNF;TP73;VANGL2;VEGFA;WNT11;WNT2;WNT2B;WNT5A;WNT7B;YAP1;ZFPM2;ZIC3",148
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0072028","nephron morphogenesis",1.77889434535254e-07,"ADAMTS16;AGT;AHI1;BCL2;BMP2;BMP4;BMP7;CITED1;DCHS1;ERBB4;EYA1;FGF1;FGF2;FGF8;FOXD1;GATA3;GDNF;GLI3;GPC3;GREB1L;GREM1;HES5;HNF1B;HOXA11;HOXB7;HOXD11;HS3ST3A1;HS3ST3B1;ILK;IRX1;IRX2;IRX3;KIF26B;KLHL3;LAMA5;LGR4;LHX1;LIF;LZTS2;MYC;OSR1;PAX2;PAX8;PBX1;PKD1;PKD2;PTCH1;SALL1;SHH;SIX1;SIX2;SMO;SOX8;SOX9;STAT1;TACSTD2;TCF21;TMEM59L;VEGFA;WNK4;WNT1;WNT11;WNT2B;WNT4;WNT6;WNT9B;WT1",67
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0048645","animal organ formation",2.68100302429933e-07,"AR;AXIN2;BMP2;BMP4;BMP7;BMPR1A;DKK1;EMP2;EXT1;EYA1;FGF1;FGF10;FGF2;FGF8;FGFR1;FGFR2;FOLR1;FOXH1;GATA5;GATA6;GDNF;GLI3;HAND2;HOXA11;HOXA3;HOXC11;ISL1;LEMD2;LRP2;MAP2K2;MAPK3;MEF2C;MESP1;MIR20A;MKS1;NKX3-2;NOTCH1;PAX2;PAX8;POU5F1;RBM20;RBPJ;ROBO1;ROBO2;SHH;SIX1;SMARCD3;SOX17;SPRY1;SULF1;TBR1;TBX5;TGFBR2;TP63;WNT11;WNT2;WNT2B;WNT5A;WT1",59
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:1905330","regulation of morphogenesis of an epithelium",2.68100302429933e-07,"ABL1;ADAMTS12;AGT;AR;BMP4;BMP7;BTBD7;CAV3;CTNND1;CXCL10;EGF;ESR1;ETV5;FGF1;FGF10;FGF2;FGF7;FGFR1;FKBPL;FOXP1;GATA3;GDNF;GJA1;GREM1;HGF;HOXB7;HOXD13;ITGAX;LBX2;LGR4;LHX1;LIF;MIR21;MMRN2;NTN4;PAX2;PAX8;PDGFA;PHB2;PIK3CD;SFRP1;SHH;SIRT6;SIX1;SIX2;SMO;SNAI2;SOX8;SOX9;SULF1;TACSTD2;TBX2;TNF;VEGFA;WNT2;WNT2B;WNT4;WNT5A;WNT5B",59
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0042476","odontogenesis",3.39266645082021e-07,"ACVR2A;ACVR2B;ALPL;AMELX;AMTN;ANKH;ANKRD11;APCDD1;AQP1;AQP3;AQP5;AXIN2;BCL11B;BCL2L11;BCOR;BMP2;BMP4;BMP7;BMPR1A;CAMP;CD34;CFTR;CNNM4;COL1A1;COL1A2;CSF1;CTNNA1;DLX1;DLX2;DLX3;DMRT3;EDA;EDAR;EDN1;FAM20A;FAM20C;FGF10;FGF4;FGF8;FGFR1;FGFR2;FOXC1;FOXI3;FPR2;FST;GLI2;GLI3;HAND1;HAND2;HDAC1;INHBA;ITGB6;JAG2;KLK4;KLK5;LAMA5;LAMB1;LEF1;LRP4;MSX1;MSX2;NF2;NFIC;NGFR;NKX2-3;ODAM;OSR1;OSR2;PAX9;PDGFRA;PERP;PHEX;PITX2;RELT;RSPO2;RUNX2;SCN10A;SCN5A;SERPINE1;SHH;SLC24A4;SLC34A1;SLC4A2;SMO;SMPD3;SNX10;SOSTDC1;SP6;SRC;STIM1;TBX1;TCIRG1;TFAP2A;TGFB2;TNC;TNFRSF11B;TNFSF11;TP63;TUFT1;WNT10A;WNT6;ZNF22",102
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0042475","odontogenesis of dentin-containing tooth",3.60543714363266e-07,"ACVR2A;ACVR2B;AMELX;AMTN;ANKRD11;APCDD1;BCL11B;BCL2L11;BMP2;BMP4;BMP7;BMPR1A;CAMP;CFTR;CNNM4;CSF1;CTNNA1;DLX1;DLX2;DLX3;DMRT3;EDA;EDAR;FAM20A;FAM20C;FGF10;FGF4;FGF8;FOXC1;FOXI3;FPR2;FST;GLI2;GLI3;HAND1;HAND2;HDAC1;ITGB6;JAG2;KLK4;KLK5;LAMA5;LEF1;LRP4;MSX1;MSX2;NF2;NFIC;NGFR;NKX2-3;ODAM;PDGFRA;PERP;RELT;RSPO2;RUNX2;SCN10A;SCN5A;SERPINE1;SHH;SLC24A4;SLC34A1;SLC4A2;SMO;SMPD3;SOSTDC1;STIM1;TBX1;TCIRG1;TNC;TNFRSF11B;TP63;WNT10A;WNT6",74
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0072088","nephron epithelium morphogenesis",3.98303925511208e-07,"ADAMTS16;AGT;AHI1;BCL2;BMP2;BMP4;CITED1;DCHS1;EYA1;FGF1;FGF2;FGF8;FOXD1;GATA3;GDNF;GLI3;GPC3;GREB1L;GREM1;HES5;HNF1B;HOXA11;HOXB7;HOXD11;HS3ST3A1;HS3ST3B1;ILK;IRX1;IRX2;IRX3;KIF26B;KLHL3;LAMA5;LGR4;LHX1;LIF;LZTS2;MYC;OSR1;PAX2;PAX8;PBX1;PKD1;PKD2;PTCH1;SALL1;SHH;SIX1;SIX2;SMO;SOX8;SOX9;STAT1;TACSTD2;TCF21;TMEM59L;VEGFA;WNK4;WNT1;WNT11;WNT2B;WNT4;WNT6;WNT9B;WT1",65
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0010092","specification of animal organ identity",3.98303925511208e-07,"AR;AXIN2;BMP2;BMP4;DKK1;EXT1;FGF1;FGF10;FGF2;FGF8;FGFR1;FGFR2;FOXH1;GATA5;GDNF;GLI3;HOXA11;HOXC11;ISL1;LRP2;MEF2C;MESP1;PAX2;PAX8;POU5F1;RBPJ;ROBO1;ROBO2;SIX1;SMARCD3;SPRY1;TBR1;WNT11;WNT2;WNT2B;WNT5A",36
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0001655","urogenital system development",4.03711149604192e-07,"AHI1;ALOX15B;AMH;AR;BMP4;BMP7;CDKN1B;CYP19A1;CYP7B1;EAF2;EPHB2;EPHB3;ESR1;FEM1B;FGF10;FGFR2;FKBP4;FOXB1;GATA2;GLI1;HELLS;HOXA10;HOXA11;HOXA13;HOXA9;HOXB13;HOXD13;ID4;IGF1;LHX1;MMP2;NKX3-1;NOTCH1;OSR1;OSR2;PAX2;PAX8;PBX1;PLAG1;PRLR;PSAP;PSAPL1;PTCH1;RARA;RARG;SERPINB5;SERPINF1;SFRP1;SHH;SOX9;SRD5A1;STAT5A;STK11;SULF1;TNC;TP63;WNT11;WNT5A",58
"Epigenetics","GO_BP","Module_32__development_morphogenesis","GO:0072078","nephron tubule morphogenesis",8.82682616276562e-07,"ADAMTS16;AGT;AHI1;BCL2;BMP2;BMP4;CITED1;DCHS1;EYA1;FGF1;FGF2;FGF8;FOXD1;GATA3;GDNF;GLI3;GPC3;GREB1L;GREM1;HES5;HNF1B;HOXA11;HOXB7;HOXD11;HS3ST3A1;HS3ST3B1;ILK;IRX1;IRX2;IRX3;KIF26B;KLHL3;LAMA5;LGR4;LHX1;LZTS2;MYC;OSR1;PAX2;PAX8;PBX1;PKD1;PKD2;PTCH1;SALL1;SHH;SIX1;SIX2;SMO;SOX8;SOX9;TACSTD2;TCF21;TMEM59L;VEGFA;WNK4;WNT1;WNT11;WNT2B;WNT4;WNT6;WNT9B;WT1",63
