Genus,Microbe_Direction,MicrobeScore,Obj2_Pathway,Functional_Class,Comparison,Evidence_Score,FDR,Hits,LinkScore
Streptomyces,Tumor_up,19.1650563481703,Catecholamine Biosynthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,0.606,6.0,57.4951690445109
Thermococcus,Tumor_up,23.11954687407791,Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,1.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Ammonia Recycling,Other,Tumor_vs_Adjacent,3,1.0,2.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Androgen and Estrogen Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,6.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Androstenedione Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,3.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Arachidonic Acid Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,3.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Arginine and Proline Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,6.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Beta Oxidation of Very Long Chain Fatty Acids,Lipid_or_Membrane,Tumor_vs_Adjacent,3,1.0,2.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Beta-Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,3.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Betaine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Bile Acid Biosynthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,1.0,4.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Biotin Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Caffeine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,4.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Cardiolipin Biosynthesis,Other,Tumor_vs_Adjacent,3,1.0,1.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Carnitine Synthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,1.0,3.0,69.35864062223372
Thermococcus,Tumor_up,23.11954687407791,Catecholamine Biosynthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,0.606,6.0,69.35864062223372
UBA2212,Adjacent_up,13.52148378134368,Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,1.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Ammonia Recycling,Other,Tumor_vs_Adjacent,3,1.0,2.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Androgen and Estrogen Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,6.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Androstenedione Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,3.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Arachidonic Acid Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,3.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Arginine and Proline Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,6.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Beta Oxidation of Very Long Chain Fatty Acids,Lipid_or_Membrane,Tumor_vs_Adjacent,3,1.0,2.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Beta-Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,3.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Betaine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Bile Acid Biosynthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,1.0,4.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Biotin Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Caffeine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,4.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Cardiolipin Biosynthesis,Other,Tumor_vs_Adjacent,3,1.0,1.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Carnitine Synthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,1.0,3.0,40.56445134403104
UBA2212,Adjacent_up,13.52148378134368,Catecholamine Biosynthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,0.606,6.0,40.56445134403104
Veillonella,Adjacent_up,3.0,Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,1.0,9.0
Veillonella,Adjacent_up,3.0,Ammonia Recycling,Other,Tumor_vs_Adjacent,3,1.0,2.0,9.0
Veillonella,Adjacent_up,3.0,Androgen and Estrogen Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,6.0,9.0
Veillonella,Adjacent_up,3.0,Androstenedione Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,3.0,9.0
Veillonella,Adjacent_up,3.0,Arachidonic Acid Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,3.0,9.0
Veillonella,Adjacent_up,3.0,Arginine and Proline Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,6.0,9.0
Veillonella,Adjacent_up,3.0,Beta Oxidation of Very Long Chain Fatty Acids,Lipid_or_Membrane,Tumor_vs_Adjacent,3,1.0,2.0,9.0
Veillonella,Adjacent_up,3.0,Beta-Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,3.0,9.0
Veillonella,Adjacent_up,3.0,Betaine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,9.0
Veillonella,Adjacent_up,3.0,Bile Acid Biosynthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,1.0,4.0,9.0
Veillonella,Adjacent_up,3.0,Biotin Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,9.0
Veillonella,Adjacent_up,3.0,Caffeine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,4.0,9.0
Veillonella,Adjacent_up,3.0,Cardiolipin Biosynthesis,Other,Tumor_vs_Adjacent,3,1.0,1.0,9.0
Veillonella,Adjacent_up,3.0,Carnitine Synthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,1.0,3.0,9.0
Veillonella,Adjacent_up,3.0,Catecholamine Biosynthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,0.606,6.0,9.0
Vibrio,Adjacent_up,3.0,Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,1.0,9.0
Vibrio,Adjacent_up,3.0,Ammonia Recycling,Other,Tumor_vs_Adjacent,3,1.0,2.0,9.0
Vibrio,Adjacent_up,3.0,Androgen and Estrogen Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,6.0,9.0
Vibrio,Adjacent_up,3.0,Androstenedione Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,3.0,9.0
Vibrio,Adjacent_up,3.0,Arachidonic Acid Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,3.0,9.0
Vibrio,Adjacent_up,3.0,Arginine and Proline Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,6.0,9.0
Vibrio,Adjacent_up,3.0,Beta Oxidation of Very Long Chain Fatty Acids,Lipid_or_Membrane,Tumor_vs_Adjacent,3,1.0,2.0,9.0
Vibrio,Adjacent_up,3.0,Beta-Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,3.0,9.0
Vibrio,Adjacent_up,3.0,Betaine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,9.0
Vibrio,Adjacent_up,3.0,Bile Acid Biosynthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,1.0,4.0,9.0
Vibrio,Adjacent_up,3.0,Biotin Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,9.0
Vibrio,Adjacent_up,3.0,Caffeine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,4.0,9.0
Vibrio,Adjacent_up,3.0,Cardiolipin Biosynthesis,Other,Tumor_vs_Adjacent,3,1.0,1.0,9.0
Vibrio,Adjacent_up,3.0,Carnitine Synthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,1.0,3.0,9.0
Vibrio,Adjacent_up,3.0,Catecholamine Biosynthesis,Lipid_or_Membrane,Tumor_vs_Adjacent,3,0.606,6.0,9.0
